REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0211_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0211_STR_DSB.wav	 -1.000	 1.651	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0211_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0211_STR_MVDR.wav	 -1.000	 1.902	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0211_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0211_STR.wav	 -1.000	 2.199	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR.CH5.wav	 -1.000	 1.424	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR_DSB.wav	 -1.000	 1.440	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR_MVDR.wav	 -1.000	 1.690	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0212_STR.wav	 -1.000	 1.989	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR.CH5.wav	 -1.000	 1.642	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR_DSB.wav	 -1.000	 1.561	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR_MVDR.wav	 -1.000	 1.838	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0214_STR.wav	 -1.000	 2.058	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR.CH5.wav	 -1.000	 1.780	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR_DSB.wav	 -1.000	 1.762	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR_MVDR.wav	 -1.000	 2.107	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_445C0215_STR.wav	 -1.000	 2.346	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR.CH5.wav	 -1.000	 1.351	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR_DSB.wav	 -1.000	 1.434	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR_MVDR.wav	 -1.000	 1.571	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0201_STR.wav	 -1.000	 1.824	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR.CH5.wav	 -1.000	 1.410	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR_DSB.wav	 -1.000	 1.346	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR_MVDR.wav	 -1.000	 1.603	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0204_STR.wav	 -1.000	 1.815	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR.CH5.wav	 -1.000	 1.228	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR_DSB.wav	 -1.000	 1.164	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR_MVDR.wav	 -1.000	 1.284	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0205_STR.wav	 -1.000	 1.505	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR.CH5.wav	 -1.000	 1.308	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR_DSB.wav	 -1.000	 1.246	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR_MVDR.wav	 -1.000	 1.453	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0208_STR.wav	 -1.000	 1.789	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR.CH5.wav	 -1.000	 1.364	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR_DSB.wav	 -1.000	 1.356	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR_MVDR.wav	 -1.000	 1.584	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0209_STR.wav	 -1.000	 1.624	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR.CH5.wav	 -1.000	 1.635	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR_DSB.wav	 -1.000	 1.676	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR_MVDR.wav	 -1.000	 2.010	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020A_STR.wav	 -1.000	 2.061	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR.CH5.wav	 -1.000	 1.460	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR_DSB.wav	 -1.000	 1.338	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR_MVDR.wav	 -1.000	 1.513	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020D_STR.wav	 -1.000	 1.505	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR.CH5.wav	 -1.000	 1.415	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR_DSB.wav	 -1.000	 1.406	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR_MVDR.wav	 -1.000	 1.689	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020J_STR.wav	 -1.000	 1.752	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR.CH5.wav	 -1.000	 1.414	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR_DSB.wav	 -1.000	 1.446	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR_MVDR.wav	 -1.000	 1.646	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020M_STR.wav	 -1.000	 1.850	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR.CH5.wav	 -1.000	 1.808	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR_DSB.wav	 -1.000	 1.876	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR_MVDR.wav	 -1.000	 2.201	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020O_STR.wav	 -1.000	 2.332	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR.CH5.wav	 -1.000	 1.311	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR_DSB.wav	 -1.000	 1.272	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR_MVDR.wav	 -1.000	 1.541	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020R_STR.wav	 -1.000	 1.599	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR.CH5.wav	 -1.000	 1.193	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR_DSB.wav	 -1.000	 1.189	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR_MVDR.wav	 -1.000	 1.316	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020X_STR.wav	 -1.000	 1.742	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR.CH5.wav	 -1.000	 1.589	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR_DSB.wav	 -1.000	 1.599	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR_MVDR.wav	 -1.000	 1.783	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C020Z_STR.wav	 -1.000	 2.107	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR.CH5.wav	 -1.000	 1.208	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR_DSB.wav	 -1.000	 1.108	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR_MVDR.wav	 -1.000	 1.224	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_446C0210_STR.wav	 -1.000	 1.387	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR.CH5.wav	 -1.000	 1.357	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR_DSB.wav	 -1.000	 1.290	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR_MVDR.wav	 -1.000	 1.454	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0202_STR.wav	 -1.000	 1.689	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR.CH5.wav	 -1.000	 1.175	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR_DSB.wav	 -1.000	 1.117	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR_MVDR.wav	 -1.000	 1.149	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0205_STR.wav	 -1.000	 1.365	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR.CH5.wav	 -1.000	 1.297	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR_DSB.wav	 -1.000	 1.286	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR_MVDR.wav	 -1.000	 1.521	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0208_STR.wav	 -1.000	 1.489	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR.CH5.wav	 -1.000	 1.212	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR_DSB.wav	 -1.000	 1.095	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR_MVDR.wav	 -1.000	 1.224	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020G_STR.wav	 -1.000	 1.398	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR.CH5.wav	 -1.000	 1.431	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR_DSB.wav	 -1.000	 1.399	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR_MVDR.wav	 -1.000	 1.656	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020I_STR.wav	 -1.000	 1.687	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR.CH5.wav	 -1.000	 1.365	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR_DSB.wav	 -1.000	 1.228	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR_MVDR.wav	 -1.000	 1.333	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020J_STR.wav	 -1.000	 1.268	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR.CH5.wav	 -1.000	 1.164	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR_DSB.wav	 -1.000	 1.108	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR_MVDR.wav	 -1.000	 1.148	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020K_STR.wav	 -1.000	 1.369	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR.CH5.wav	 -1.000	 1.455	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR_DSB.wav	 -1.000	 1.192	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR_MVDR.wav	 -1.000	 1.344	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020N_STR.wav	 -1.000	 1.978	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR.CH5.wav	 -1.000	 1.289	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR_DSB.wav	 -1.000	 1.296	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR_MVDR.wav	 -1.000	 1.492	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020P_STR.wav	 -1.000	 1.662	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR.CH5.wav	 -1.000	 1.366	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR_DSB.wav	 -1.000	 1.196	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR_MVDR.wav	 -1.000	 1.354	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Q_STR.wav	 -1.000	 1.758	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR.CH5.wav	 -1.000	 1.551	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR_DSB.wav	 -1.000	 1.610	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR_MVDR.wav	 -1.000	 1.842	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C020Z_STR.wav	 -1.000	 2.140	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR.CH5.wav	 -1.000	 1.436	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR_DSB.wav	 -1.000	 1.423	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR_MVDR.wav	 -1.000	 1.620	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0212_STR.wav	 -1.000	 1.828	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR.CH5.wav	 -1.000	 1.446	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR_DSB.wav	 -1.000	 1.357	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR_MVDR.wav	 -1.000	 1.485	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0213_STR.wav	 -1.000	 1.586	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR.CH5.wav	 -1.000	 1.448	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR_DSB.wav	 -1.000	 1.249	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR_MVDR.wav	 -1.000	 1.389	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0214_STR.wav	 -1.000	 1.723	 16000	wb
C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0217_STR.CH0.wav	 C:\Users\74778\Desktop\PESQ\et05_bus_real\F05_447C0217_STR.CH5.wav	 -1.000	 1.467	 16000	wb
